signature_hash,decision,selected_candidate_id,selected_ein,selected_name,confidence,auto_accept,validation_status,validation_error,explanation,output_json
SIG_ca179bbf069f69fb35478d90594a82bf3a936312,KEEP_REPORTED_EIN,C1,330838929,SEED COMPANY INC,0.985,1,ok,,Reported recipient EIN 330838929 was found in org_identity as 'SEED COMPANY INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.985, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 330838929 was found in org_identity as 'SEED COMPANY INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_agrees"", ""reported_ein_candidate_present""]}"
SIG_62e69996b6ffe647e2c4b52d89ebce318df87be8,KEEP_REPORTED_EIN,C1,883013171,COME AND SEE FOUNDATION INC,0.985,1,ok,,Reported recipient EIN 883013171 was found in org_identity as 'COME AND SEE FOUNDATION INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.985, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 883013171 was found in org_identity as 'COME AND SEE FOUNDATION INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_agrees"", ""reported_ein_candidate_present""]}"
SIG_f2ae9107ad6d148286f74a404982e2c7c4010769,KEEP_REPORTED_EIN,C1,943306440,PRESIDIO TR,0.985,1,ok,,Reported recipient EIN 943306440 was found in org_identity as 'PRESIDIO TR' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.880. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.985, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 943306440 was found in org_identity as 'PRESIDIO TR' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.880. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_agrees"", ""reported_ein_candidate_present""]}"
SIG_f62214ba0445089afda7f6a1426f21549ae9b44c,KEEP_REPORTED_EIN,C1,756004221,DALLAS COUNTY HOSPITAL DISTRICT,0.985,1,ok,,Reported recipient EIN 756004221 was found in org_identity as 'DALLAS COUNTY HOSPITAL DISTRICT' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.985, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 756004221 was found in org_identity as 'DALLAS COUNTY HOSPITAL DISTRICT' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_agrees"", ""reported_ein_candidate_present""]}"
SIG_bba58de48050676d3c50485b5aae0c9226d18731,KEEP_REPORTED_EIN,C1,411917516,MAYO CLINIC,0.985,1,ok,,Reported recipient EIN 411917516 was found in org_identity as 'MAYO CLINIC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.985, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 411917516 was found in org_identity as 'MAYO CLINIC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_agrees"", ""reported_ein_candidate_present""]}"
SIG_ecfce17c7444e891b2b35412bee0f7e233033f20,KEEP_REPORTED_EIN,C1,951642382,ROMAN ARCHBISHOP OF LOS ANGELES A CORPORATION SOLE,0.94,1,ok,,Reported recipient EIN 951642382 was found in org_identity as 'ROMAN ARCHBISHOP OF LOS ANGELES A CORPORATION SOLE' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.553. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.94, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 951642382 was found in org_identity as 'ROMAN ARCHBISHOP OF LOS ANGELES A CORPORATION SOLE' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.553. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_weakly_agrees"", ""reported_ein_candidate_present""]}"
SIG_d47f7f9ec798b5c8d0493255e29b867a7efe6802,KEEP_REPORTED_EIN,C1,951856334,ROMAN CATHOLIC ARCHBISHOP OF LOS ANGELES A CORPORATION SOLE,0.94,1,ok,,Reported recipient EIN 951856334 was found in org_identity as 'ROMAN CATHOLIC ARCHBISHOP OF LOS ANGELES A CORPORATION SOLE' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.494. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.94, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 951856334 was found in org_identity as 'ROMAN CATHOLIC ARCHBISHOP OF LOS ANGELES A CORPORATION SOLE' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.494. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_weakly_agrees"", ""reported_ein_candidate_present""]}"
SIG_6b8700920e19195728c425388345077484de98f1,KEEP_REPORTED_EIN,C1,883013171,COME AND SEE FOUNDATION INC,0.985,1,ok,,Reported recipient EIN 883013171 was found in org_identity as 'COME AND SEE FOUNDATION INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.985, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 883013171 was found in org_identity as 'COME AND SEE FOUNDATION INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_agrees"", ""reported_ein_candidate_present""]}"
SIG_5d89cff9cf427fc045be61aecec1a80d369f9099,KEEP_REPORTED_EIN,C1,580566257,SAINT JOSEPHS HOSPITAL OF ATLANTA INC,0.985,1,ok,,Reported recipient EIN 580566257 was found in org_identity as 'SAINT JOSEPHS HOSPITAL OF ATLANTA INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.985. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.985, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 580566257 was found in org_identity as 'SAINT JOSEPHS HOSPITAL OF ATLANTA INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.985. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_agrees"", ""reported_ein_candidate_present""]}"
SIG_a5a6f7b7dc878f9fe450b9a37cdccbcefb07ef12,KEEP_REPORTED_EIN,C1,956006142,REGENTS OF THE UNIVERSITY OF CALIFORNIA AT RIVERSIDE,0.985,1,ok,,Reported recipient EIN 956006142 was found in org_identity as 'REGENTS OF THE UNIVERSITY OF CALIFORNIA AT RIVERSIDE' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.882. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.985, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 956006142 was found in org_identity as 'REGENTS OF THE UNIVERSITY OF CALIFORNIA AT RIVERSIDE' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.882. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_agrees"", ""reported_ein_candidate_present""]}"
SIG_29f99d5822f6f677b333117a30aaf2f8ab762651,KEEP_REPORTED_EIN,C1,383542119,BETHANY CHRISTIAN SERVICES,0.985,1,ok,,Reported recipient EIN 383542119 was found in org_identity as 'BETHANY CHRISTIAN SERVICES' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.812. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.985, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 383542119 was found in org_identity as 'BETHANY CHRISTIAN SERVICES' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.812. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_agrees"", ""reported_ein_candidate_present""]}"
SIG_8ed4931d20063ea571f5de5d3b68339fd2ba7656,KEEP_REPORTED_EIN,C1,042697983,MASS GENERAL BRIGHAM INCORPORATED,0.94,1,ok,,Reported recipient EIN 042697983 was found in org_identity as 'MASS GENERAL BRIGHAM INCORPORATED' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.600. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.94, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 042697983 was found in org_identity as 'MASS GENERAL BRIGHAM INCORPORATED' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.600. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_weakly_agrees"", ""reported_ein_candidate_present""]}"
SIG_b3b468d6f32741f5e9e949561f2ae8994c780bb6,KEEP_REPORTED_EIN,C1,135563422,CATHOLIC RELIEF SERVICES,0.985,1,ok,,Reported recipient EIN 135563422 was found in org_identity as 'CATHOLIC RELIEF SERVICES' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.985, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 135563422 was found in org_identity as 'CATHOLIC RELIEF SERVICES' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_agrees"", ""reported_ein_candidate_present""]}"
SIG_155fe9a28c3644571498a0f559399894d2dbac8b,KEEP_REPORTED_EIN,C1,590724459,ADVENTIST HEALTH SYSTEM-SUNBELT INC,0.94,1,ok,,Reported recipient EIN 590724459 was found in org_identity as 'ADVENTIST HEALTH SYSTEM-SUNBELT INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.667. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.94, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 590724459 was found in org_identity as 'ADVENTIST HEALTH SYSTEM-SUNBELT INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.667. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_weakly_agrees"", ""reported_ein_candidate_present""]}"
SIG_a6d3311152801d0e3f53d584becd9ba11e8d80f5,KEEP_REPORTED_EIN,C1,135563422,CATHOLIC RELIEF SERVICES,0.985,1,ok,,Reported recipient EIN 135563422 was found in org_identity as 'CATHOLIC RELIEF SERVICES' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.985, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 135563422 was found in org_identity as 'CATHOLIC RELIEF SERVICES' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_agrees"", ""reported_ein_candidate_present""]}"
SIG_a79d2cb0314ef2f5e2686fda3dc6a67c2af76f5e,KEEP_REPORTED_EIN,C1,956006144,REGENTS OF THE UNIVERSITY OF CALIFORNIA AT SAN DIEGO,0.985,1,ok,,Reported recipient EIN 956006144 was found in org_identity as 'REGENTS OF THE UNIVERSITY OF CALIFORNIA AT SAN DIEGO' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.791. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.985, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 956006144 was found in org_identity as 'REGENTS OF THE UNIVERSITY OF CALIFORNIA AT SAN DIEGO' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.791. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_agrees"", ""reported_ein_candidate_present""]}"
SIG_e10cfdee2249c3bcb828c7cca404dc4ebf2805d9,KEEP_REPORTED_EIN,C1,580566257,SAINT JOSEPHS HOSPITAL OF ATLANTA INC,0.985,1,ok,,Reported recipient EIN 580566257 was found in org_identity as 'SAINT JOSEPHS HOSPITAL OF ATLANTA INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.985. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.985, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 580566257 was found in org_identity as 'SAINT JOSEPHS HOSPITAL OF ATLANTA INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.985. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_agrees"", ""reported_ein_candidate_present""]}"
SIG_a0d9e634a24edf5c445af7200db828ddbed1a805,KEEP_REPORTED_EIN,C1,112575751,AMIDEI ZION OF BOBOV INC,0.985,1,ok,,Reported recipient EIN 112575751 was found in org_identity as 'AMIDEI ZION OF BOBOV INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.985, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 112575751 was found in org_identity as 'AMIDEI ZION OF BOBOV INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_agrees"", ""reported_ein_candidate_present""]}"
SIG_6f176ad87cecb017c1119e01c080966ad231deed,KEEP_REPORTED_EIN,C1,590724459,ADVENTIST HEALTH SYSTEM-SUNBELT INC,0.985,1,ok,,Reported recipient EIN 590724459 was found in org_identity as 'ADVENTIST HEALTH SYSTEM-SUNBELT INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.984. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.985, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 590724459 was found in org_identity as 'ADVENTIST HEALTH SYSTEM-SUNBELT INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.984. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_agrees"", ""reported_ein_candidate_present""]}"
SIG_30903a8df5915c1bc713bd031f8cbbaf989542de,KEEP_REPORTED_EIN,C1,956006173,CAMPUS CRUSADE FOR CHRIST INC,0.985,1,ok,,Reported recipient EIN 956006173 was found in org_identity as 'CAMPUS CRUSADE FOR CHRIST INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.985, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 956006173 was found in org_identity as 'CAMPUS CRUSADE FOR CHRIST INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_agrees"", ""reported_ein_candidate_present""]}"
SIG_82d00c335c25c1672a83783dab93988eaa730d3b,KEEP_REPORTED_EIN,C1,546001788,LONGWOOD UNIVERSITY,0.985,1,ok,,Reported recipient EIN 546001788 was found in org_identity as 'LONGWOOD UNIVERSITY' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.985, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 546001788 was found in org_identity as 'LONGWOOD UNIVERSITY' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_agrees"", ""reported_ein_candidate_present""]}"
SIG_ce72e32521f18fc2580a8db1f916add98f92a854,KEEP_REPORTED_EIN,C1,956006173,CAMPUS CRUSADE FOR CHRIST INC,0.985,1,ok,,Reported recipient EIN 956006173 was found in org_identity as 'CAMPUS CRUSADE FOR CHRIST INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.926. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.985, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 956006173 was found in org_identity as 'CAMPUS CRUSADE FOR CHRIST INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.926. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_agrees"", ""reported_ein_candidate_present""]}"
SIG_40a084a835ea607d6100f8df0e980b1d76b11cd7,KEEP_REPORTED_EIN,C1,540505937,PROTESTANT EPISCOPAL THEOLOGICAL SEMINARY IN VIRGINIA,0.985,1,ok,,Reported recipient EIN 540505937 was found in org_identity as 'PROTESTANT EPISCOPAL THEOLOGICAL SEMINARY IN VIRGINIA' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.872. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.985, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 540505937 was found in org_identity as 'PROTESTANT EPISCOPAL THEOLOGICAL SEMINARY IN VIRGINIA' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.872. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_agrees"", ""reported_ein_candidate_present""]}"
SIG_e73c63765d502da930453e64b63b3b18a7790e9a,KEEP_REPORTED_EIN,C1,480771751,KANSAS STATE UNIVERSITY,0.985,1,ok,,Reported recipient EIN 480771751 was found in org_identity as 'KANSAS STATE UNIVERSITY' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.985, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 480771751 was found in org_identity as 'KANSAS STATE UNIVERSITY' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_agrees"", ""reported_ein_candidate_present""]}"
SIG_3bd8f410e2ef11b7fab07b181da23b330978fccb,KEEP_REPORTED_EIN,C1,390806181,AURORA HEALTH CARE INC,0.985,1,ok,,Reported recipient EIN 390806181 was found in org_identity as 'AURORA HEALTH CARE INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.857. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.985, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 390806181 was found in org_identity as 'AURORA HEALTH CARE INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.857. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_agrees"", ""reported_ein_candidate_present""]}"
SIG_39f0f61830327a4b2d486f1c951d84b6cebaaef8,KEEP_REPORTED_EIN,C1,042104921,ST SEBASTIANS SCHOOL INC,0.985,1,ok,,Reported recipient EIN 042104921 was found in org_identity as 'ST SEBASTIANS SCHOOL INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.979. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.985, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 042104921 was found in org_identity as 'ST SEBASTIANS SCHOOL INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.979. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_agrees"", ""reported_ein_candidate_present""]}"
SIG_a5662574048d0798fd3f4ca9ef204f31297ea933,KEEP_REPORTED_EIN,C1,113254483,COLEL CHABAD,0.985,1,ok,,Reported recipient EIN 113254483 was found in org_identity as 'COLEL CHABAD' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.985, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 113254483 was found in org_identity as 'COLEL CHABAD' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_agrees"", ""reported_ein_candidate_present""]}"
SIG_95d3bff051644fd10a5f803f710387620ba9ccc4,KEEP_REPORTED_EIN,C1,591206516,INDIAN RIVER STATE COLLEGE,0.985,1,ok,,Reported recipient EIN 591206516 was found in org_identity as 'INDIAN RIVER STATE COLLEGE' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.985, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 591206516 was found in org_identity as 'INDIAN RIVER STATE COLLEGE' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_agrees"", ""reported_ein_candidate_present""]}"
SIG_276cec32f114d7e47e24067601dad49bdaa2a60b,KEEP_REPORTED_EIN,C1,060923895,LEGION OF CHRIST INC,0.985,1,ok,,Reported recipient EIN 060923895 was found in org_identity as 'LEGION OF CHRIST INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.985, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 060923895 was found in org_identity as 'LEGION OF CHRIST INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 1.000. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_agrees"", ""reported_ein_candidate_present""]}"
SIG_a3c9a97078ce495120a04ac0578e9f8cebc7aea5,KEEP_REPORTED_EIN,C1,956006173,CAMPUS CRUSADE FOR CHRIST INC,0.985,1,ok,,Reported recipient EIN 956006173 was found in org_identity as 'CAMPUS CRUSADE FOR CHRIST INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.926. Ollama was skipped.,"{""candidate_id"": ""C1"", ""confidence"": 0.985, ""confidence_label"": ""high"", ""decision"": ""KEEP_REPORTED_EIN"", ""explanation"": ""Reported recipient EIN 956006173 was found in org_identity as 'CAMPUS CRUSADE FOR CHRIST INC' from bmf_name. No first-pass reported-EIN contradiction was flagged. Recipient name score versus identity name is 0.926. Ollama was skipped."", ""needs_human_review"": false, ""reason_codes"": [""reported_ein_present"", ""reported_ein_found_in_org_identity"", ""bmf_name"", ""recipient_name_agrees"", ""reported_ein_candidate_present""]}"
